"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","empvarrate","conspriceidx","consconfidx","euribor3m","nremployed","y"
35,"admin.","single","high.school","no","no","no","cellular","may","wed",152,2,0,"nonexistent",-1.8,92.892998,-46.200001,1.281,5099.1001,"no"
39,"admin.","single","high.school","no","no","yes","cellular","aug","thu",216,2,0,"nonexistent",1.4,93.444,-36.099998,4.9679999,5228.1001,"no"
54,"retired","married","high.school","unknown","no","no","telephone","may","mon",130,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
31,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",135,2,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
32,"admin.","single","university.degree","no","yes","yes","cellular","mar","mon",96,6,0,"nonexistent",-1.8,92.843002,-50,1.52,5099.1001,"no"
24,"management","married","unknown","no","no","no","cellular","mar","fri",93,5,0,"nonexistent",-1.8,92.843002,-50,1.574,5099.1001,"no"
60,"housemaid","married","basic.4y","no","yes","no","cellular","jul","thu",503,2,2,"success",-2.9000001,92.469002,-33.599998,1.072,5076.2002,"yes"
46,"technician","divorced","professional.course","no","no","no","cellular","aug","thu",93,15,0,"nonexistent",1.4,93.444,-36.099998,4.9619999,5228.1001,"no"
41,"blue-collar","divorced","basic.4y","no","no","no","cellular","may","fri",709,5,0,"nonexistent",-1.8,92.892998,-46.200001,1.25,5099.1001,"yes"
32,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",128,6,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
56,"retired","married","professional.course","no","no","no","cellular","aug","tue",139,2,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
47,"services","married","high.school","no","no","no","cellular","aug","mon",157,1,0,"nonexistent",1.4,93.444,-36.099998,4.9699998,5228.1001,"no"
60,"technician","married","university.degree","no","yes","no","telephone","mar","mon",10,1,0,"nonexistent",-1.8,93.369003,-34.799999,0.65499997,5008.7002,"no"
56,"technician","divorced","basic.6y","no","yes","no","cellular","jul","mon",120,4,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
32,"technician","married","professional.course","no","yes","no","cellular","nov","thu",370,1,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
34,"management","married","university.degree","no","no","no","cellular","jul","thu",91,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
51,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","mon",396,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
32,"self-employed","divorced","university.degree","no","no","no","telephone","jun","mon",559,3,0,"nonexistent",1.4,94.464996,-41.799999,4.96,5228.1001,"no"
36,"housemaid","married","basic.4y","no","no","no","telephone","jun","mon",152,2,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
29,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",851,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.313,5099.1001,"no"
35,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",63,5,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
39,"blue-collar","married","high.school","unknown","no","no","cellular","may","thu",207,2,1,"failure",-1.8,92.892998,-46.200001,1.327,5099.1001,"no"
56,"blue-collar","married","unknown","unknown","yes","no","cellular","jul","tue",1017,1,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
22,"student","single","university.degree","no","yes","no","cellular","oct","tue",166,1,0,"nonexistent",-1.1,94.600998,-49.5,0.98199999,4963.6001,"no"
31,"technician","single","university.degree","unknown","yes","no","telephone","jun","thu",817,2,0,"nonexistent",1.4,94.464996,-41.799999,4.8660002,5228.1001,"yes"
49,"blue-collar","married","basic.6y","no","yes","yes","cellular","aug","mon",280,3,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
35,"blue-collar","married","high.school","unknown","no","no","cellular","apr","mon",29,3,1,"failure",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
49,"management","married","university.degree","no","yes","no","cellular","jun","mon",339,1,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.266,5076.2002,"yes"
59,"blue-collar","married","basic.4y","no","no","no","cellular","mar","tue",237,3,0,"nonexistent",-1.8,92.843002,-50,1.51,5099.1001,"yes"
32,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","thu",252,2,0,"nonexistent",-1.8,92.892998,-46.200001,1.266,5099.1001,"no"
37,"technician","married","university.degree","no","yes","no","cellular","aug","tue",158,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
28,"services","single","high.school","no","no","no","cellular","apr","thu",528,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.4349999,5099.1001,"no"
78,"retired","divorced","basic.4y","no","yes","no","cellular","may","fri",218,2,2,"success",-1.8,93.875999,-40,0.68199998,5008.7002,"no"
29,"management","married","university.degree","no","no","no","cellular","may","wed",142,3,0,"nonexistent",-1.8,92.892998,-46.200001,1.281,5099.1001,"no"
43,"technician","married","high.school","no","yes","no","telephone","jun","fri",17,37,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
48,"technician","married","university.degree","no","yes","no","cellular","aug","tue",189,2,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
48,"admin.","divorced","high.school","no","no","no","cellular","jun","wed",657,1,1,"success",-1.7,94.055,-39.799999,0.704,4991.6001,"yes"
58,"management","married","university.degree","no","yes","no","cellular","may","fri",109,2,1,"success",-1.8,92.892998,-46.200001,1.25,5099.1001,"no"
55,"admin.","married","high.school","no","yes","no","cellular","jul","mon",700,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"yes"
27,"student","single","unknown","no","yes","no","cellular","apr","thu",176,1,1,"failure",-1.8,93.749001,-34.599998,0.63499999,5008.7002,"no"
49,"technician","divorced","unknown","no","unknown","unknown","telephone","jun","fri",158,1,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
40,"blue-collar","divorced","basic.4y","no","yes","no","cellular","nov","fri",58,1,1,"failure",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
35,"services","married","high.school","unknown","yes","no","cellular","may","tue",31,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.344,5099.1001,"no"
30,"admin.","single","high.school","no","no","no","telephone","jul","fri",30,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9590001,5228.1001,"no"
35,"technician","married","university.degree","no","yes","no","cellular","aug","wed",455,1,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"yes"
49,"blue-collar","divorced","basic.6y","unknown","yes","no","cellular","jul","thu",188,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9580002,5228.1001,"no"
43,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",48,20,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
36,"management","married","university.degree","no","no","yes","cellular","may","mon",110,4,0,"nonexistent",-1.8,92.892998,-46.200001,1.354,5099.1001,"no"
31,"blue-collar","divorced","high.school","no","yes","no","cellular","may","wed",829,1,1,"failure",-1.8,92.892998,-46.200001,1.281,5099.1001,"yes"
27,"services","single","high.school","no","unknown","unknown","telephone","jul","tue",207,3,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
54,"management","married","university.degree","no","no","no","cellular","aug","wed",561,2,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
29,"admin.","single","basic.9y","unknown","yes","no","telephone","may","wed",198,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
44,"technician","single","professional.course","no","yes","yes","telephone","may","tue",139,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
30,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","thu",446,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
29,"admin.","single","university.degree","no","yes","yes","telephone","jun","wed",124,4,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
46,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","thu",446,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
52,"admin.","married","high.school","no","no","no","cellular","nov","fri",165,1,1,"failure",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
39,"admin.","single","unknown","no","no","no","telephone","may","fri",212,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8590002,5191,"no"
31,"technician","married","professional.course","no","yes","no","cellular","may","tue",239,4,0,"nonexistent",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
34,"technician","married","university.degree","no","no","no","telephone","jun","fri",191,2,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
35,"admin.","married","professional.course","no","yes","no","cellular","jul","wed",322,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
20,"student","single","basic.4y","no","yes","no","cellular","aug","wed",131,1,1,"failure",-2.9000001,92.200996,-31.4,0.87900001,5076.2002,"yes"
20,"student","single","high.school","no","yes","yes","cellular","jun","wed",74,2,1,"failure",-2.9000001,92.962997,-40.799999,1.26,5076.2002,"no"
25,"self-employed","single","university.degree","no","no","no","cellular","jun","fri",105,4,1,"failure",-2.9000001,92.962997,-40.799999,1.268,5076.2002,"no"
35,"admin.","married","high.school","no","yes","yes","telephone","jun","tue",173,3,0,"nonexistent",1.4,94.464996,-41.799999,4.8639998,5228.1001,"no"
30,"self-employed","single","university.degree","no","no","no","cellular","jun","tue",147,3,1,"failure",-2.9000001,92.962997,-40.799999,1.262,5076.2002,"no"
27,"student","single","university.degree","no","no","yes","cellular","jun","mon",237,2,4,"success",-1.7,94.055,-39.799999,0.72000003,4991.6001,"no"
34,"unknown","single","university.degree","no","no","no","telephone","oct","wed",85,1,0,"nonexistent",-3.4000001,92.431,-26.9,0.72399998,5017.5,"no"
33,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",720,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.313,5099.1001,"yes"
51,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","fri",99,1,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
52,"technician","married","high.school","no","unknown","unknown","telephone","jun","mon",24,1,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
32,"services","married","high.school","no","yes","no","telephone","jun","wed",443,1,0,"nonexistent",1.4,94.464996,-41.799999,4.9619999,5228.1001,"no"
34,"management","married","university.degree","no","yes","yes","telephone","may","wed",145,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
43,"management","married","unknown","unknown","no","no","cellular","apr","thu",177,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.41,5099.1001,"no"
30,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","wed",55,10,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
47,"admin.","married","basic.9y","no","yes","yes","telephone","jul","thu",43,4,0,"nonexistent",1.4,93.917999,-42.700001,4.9679999,5228.1001,"no"
55,"admin.","married","high.school","unknown","no","no","telephone","may","tue",5,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
32,"admin.","single","university.degree","no","yes","no","telephone","jul","mon",109,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
33,"management","married","high.school","unknown","yes","no","telephone","may","thu",202,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8600001,5191,"no"
43,"technician","single","university.degree","no","yes","no","telephone","may","wed",255,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
41,"services","married","unknown","no","no","no","cellular","jul","tue",99,6,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
44,"services","divorced","high.school","no","yes","yes","cellular","jul","mon",395,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
53,"admin.","single","unknown","unknown","no","no","cellular","jul","tue",183,1,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
34,"admin.","married","professional.course","no","no","yes","telephone","mar","thu",364,2,1,"failure",-1.8,93.369003,-34.799999,0.65399998,5008.7002,"no"
38,"management","married","university.degree","no","yes","no","cellular","nov","wed",64,1,1,"failure",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
51,"admin.","married","university.degree","unknown","no","no","cellular","jul","thu",229,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
45,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",185,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
24,"unknown","single","university.degree","no","yes","yes","cellular","jun","tue",134,1,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.262,5076.2002,"yes"
36,"unemployed","single","basic.4y","unknown","no","no","telephone","may","fri",122,1,0,"nonexistent",1.1,93.994003,-36.400002,4.855,5191,"no"
32,"blue-collar","single","basic.9y","no","no","no","cellular","nov","thu",324,5,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
39,"management","married","university.degree","no","no","no","telephone","jun","fri",47,1,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
35,"housemaid","married","basic.4y","no","no","no","telephone","may","fri",91,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8639998,5191,"no"
44,"technician","married","basic.9y","no","yes","yes","cellular","may","mon",354,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.2640001,5099.1001,"no"
27,"management","single","university.degree","no","yes","no","telephone","may","tue",134,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
39,"housemaid","married","basic.4y","no","no","no","cellular","jul","wed",94,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
30,"blue-collar","single","high.school","unknown","yes","no","cellular","may","thu",340,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.327,5099.1001,"no"
35,"technician","married","professional.course","no","yes","no","cellular","jul","thu",570,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9679999,5228.1001,"no"
59,"retired","married","basic.4y","unknown","no","no","telephone","jul","fri",150,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9590001,5228.1001,"no"
22,"student","single","basic.6y","no","yes","no","cellular","aug","thu",293,2,2,"success",-2.9000001,92.200996,-31.4,0.87300003,5076.2002,"yes"
56,"admin.","married","basic.9y","no","no","no","cellular","oct","wed",79,2,0,"nonexistent",-3.4000001,92.431,-26.9,0.74199998,5017.5,"no"
41,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",74,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8600001,5191,"no"
32,"blue-collar","single","basic.6y","no","yes","no","cellular","may","fri",211,1,1,"failure",-1.8,92.892998,-46.200001,1.313,5099.1001,"no"
69,"retired","divorced","professional.course","no","yes","no","telephone","jun","fri",359,5,0,"nonexistent",-1.7,94.055,-39.799999,0.74800003,4991.6001,"no"
25,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",133,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.327,5099.1001,"no"
59,"technician","married","professional.course","unknown","yes","no","cellular","aug","mon",571,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
26,"admin.","married","high.school","no","no","no","cellular","jul","thu",544,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
45,"admin.","single","university.degree","no","no","no","cellular","aug","wed",127,2,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
42,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",599,3,0,"nonexistent",1.4,94.464996,-41.799999,4.8639998,5228.1001,"no"
80,"retired","married","high.school","no","no","no","telephone","aug","mon",199,1,0,"nonexistent",-2.9000001,92.200996,-31.4,0.861,5076.2002,"yes"
47,"blue-collar","divorced","basic.9y","no","no","yes","telephone","may","fri",322,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
36,"technician","single","university.degree","no","no","no","cellular","aug","wed",208,2,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
38,"blue-collar","single","university.degree","unknown","no","no","telephone","may","tue",392,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
51,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","aug","thu",174,2,0,"nonexistent",1.4,93.444,-36.099998,4.9679999,5228.1001,"no"
57,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","may","tue",47,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
50,"entrepreneur","married","basic.9y","no","no","no","telephone","jun","fri",227,1,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.268,5076.2002,"no"
33,"blue-collar","single","basic.4y","unknown","no","no","telephone","may","tue",26,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
50,"unemployed","married","professional.course","unknown","no","no","cellular","jul","thu",144,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
58,"management","married","university.degree","unknown","no","no","telephone","may","wed",134,5,0,"nonexistent",1.1,93.994003,-36.400002,4.8579998,5191,"no"
44,"technician","divorced","professional.course","no","no","no","cellular","aug","wed",57,2,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
27,"technician","single","professional.course","no","yes","no","cellular","may","thu",285,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.266,5099.1001,"no"
37,"technician","married","professional.course","unknown","no","no","telephone","may","wed",135,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8579998,5191,"no"
33,"services","married","high.school","no","no","no","cellular","jul","tue",85,8,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
41,"admin.","married","high.school","no","yes","yes","telephone","may","thu",223,2,0,"nonexistent",1.1,93.994003,-36.400002,4.855,5191,"no"
49,"admin.","single","university.degree","no","no","no","telephone","may","fri",201,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
26,"technician","married","high.school","no","no","no","cellular","jul","mon",114,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
59,"admin.","married","professional.course","no","no","no","telephone","may","mon",139,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
39,"admin.","married","high.school","no","yes","no","cellular","apr","wed",110,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.498,5099.1001,"no"
49,"blue-collar","divorced","unknown","unknown","no","no","cellular","jul","wed",92,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9569998,5228.1001,"no"
36,"services","married","high.school","no","yes","no","telephone","may","fri",260,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
44,"technician","married","professional.course","no","no","no","cellular","jul","thu",221,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9679999,5228.1001,"no"
37,"blue-collar","single","professional.course","no","no","no","cellular","aug","tue",109,11,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
40,"technician","married","basic.9y","no","yes","no","telephone","jun","fri",235,1,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
40,"services","married","basic.6y","unknown","yes","no","telephone","jun","mon",52,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
33,"admin.","married","university.degree","no","no","no","cellular","aug","thu",168,1,0,"nonexistent",1.4,93.444,-36.099998,4.9679999,5228.1001,"no"
37,"technician","single","professional.course","unknown","yes","no","cellular","aug","tue",971,1,0,"nonexistent",1.4,93.444,-36.099998,4.9660001,5228.1001,"yes"
28,"services","single","basic.6y","no","no","no","cellular","jun","wed",385,2,1,"success",-2.9000001,92.962997,-40.799999,1.26,5076.2002,"yes"
29,"admin.","single","university.degree","no","yes","yes","telephone","jun","wed",252,2,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.26,5076.2002,"no"
29,"services","married","high.school","unknown","no","yes","cellular","jul","mon",479,1,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
32,"entrepreneur","married","high.school","no","yes","no","cellular","nov","wed",100,1,1,"failure",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
29,"blue-collar","single","basic.6y","no","no","no","cellular","aug","fri",260,3,0,"nonexistent",-2.9000001,92.200996,-31.4,0.86900002,5076.2002,"yes"
45,"entrepreneur","married","university.degree","no","no","no","telephone","may","tue",82,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
35,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",182,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8600001,5191,"no"
50,"blue-collar","single","basic.9y","unknown","no","no","telephone","jun","mon",264,4,0,"nonexistent",1.4,94.464996,-41.799999,4.96,5228.1001,"no"
28,"blue-collar","married","basic.9y","no","no","yes","telephone","may","fri",478,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
27,"self-employed","single","university.degree","no","no","no","telephone","jun","fri",911,1,0,"nonexistent",1.4,94.464996,-41.799999,4.947,5228.1001,"yes"
29,"technician","married","professional.course","no","no","no","telephone","may","fri",886,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8639998,5191,"yes"
47,"admin.","married","basic.6y","no","yes","no","cellular","jul","fri",426,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
44,"management","married","university.degree","no","no","no","cellular","apr","mon",44,2,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
33,"admin.","divorced","university.degree","no","yes","no","cellular","nov","mon",76,2,0,"nonexistent",-0.1,93.199997,-42,4.191,5195.7998,"no"
41,"entrepreneur","divorced","university.degree","no","yes","no","cellular","jul","tue",194,5,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
48,"services","married","high.school","unknown","no","no","cellular","jul","tue",165,1,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
37,"technician","married","professional.course","no","yes","no","telephone","jun","tue",296,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
33,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","mon",94,1,0,"nonexistent",-0.1,93.199997,-42,4.191,5195.7998,"no"
25,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",71,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
42,"services","married","high.school","no","no","no","telephone","may","wed",191,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
33,"admin.","married","university.degree","no","yes","no","telephone","jun","wed",355,1,0,"nonexistent",1.4,94.464996,-41.799999,4.8639998,5228.1001,"no"
57,"admin.","married","basic.9y","no","no","yes","cellular","jul","wed",194,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
39,"technician","single","professional.course","no","no","no","cellular","may","wed",174,1,1,"failure",-1.8,92.892998,-46.200001,1.334,5099.1001,"no"
27,"admin.","married","basic.9y","no","yes","no","telephone","jun","mon",72,3,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
25,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","thu",323,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8600001,5191,"no"
50,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",169,1,0,"nonexistent",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
56,"admin.","married","unknown","no","yes","no","telephone","jun","tue",87,2,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
32,"blue-collar","unknown","basic.9y","no","yes","no","cellular","jun","mon",314,1,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.266,5076.2002,"yes"
36,"admin.","married","university.degree","no","no","no","cellular","aug","wed",212,7,1,"success",-1.7,94.027,-38.299999,0.89399999,4991.6001,"no"
58,"retired","married","university.degree","no","yes","no","cellular","may","mon",45,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.354,5099.1001,"no"
49,"unemployed","married","university.degree","no","no","no","cellular","apr","thu",171,1,1,"failure",-1.8,93.074997,-47.099998,1.365,5099.1001,"no"
36,"technician","single","professional.course","no","yes","no","cellular","aug","mon",62,1,1,"failure",-2.9000001,92.200996,-31.4,0.82099998,5076.2002,"no"
48,"unemployed","married","basic.6y","no","no","no","cellular","jul","thu",1850,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"yes"
34,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","mon",557,5,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
28,"student","single","high.school","no","yes","no","cellular","jun","fri",577,3,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.268,5076.2002,"yes"
50,"technician","married","professional.course","unknown","yes","yes","telephone","jun","wed",31,1,0,"nonexistent",1.4,94.464996,-41.799999,4.8639998,5228.1001,"no"
41,"technician","married","professional.course","no","no","no","cellular","nov","fri",407,4,0,"nonexistent",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
48,"admin.","married","high.school","no","yes","no","cellular","aug","wed",110,2,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
59,"blue-collar","married","basic.4y","unknown","unknown","unknown","cellular","jul","mon",416,4,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
50,"technician","divorced","basic.9y","no","no","yes","telephone","may","thu",48,5,0,"nonexistent",1.1,93.994003,-36.400002,4.8600001,5191,"no"
29,"blue-collar","married","basic.6y","no","no","no","cellular","apr","mon",84,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
52,"blue-collar","single","unknown","unknown","no","no","telephone","may","fri",67,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8639998,5191,"no"
26,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue",109,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
47,"admin.","married","university.degree","no","no","no","telephone","jun","fri",134,1,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
40,"technician","married","high.school","no","yes","no","cellular","nov","wed",118,1,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
33,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","fri",99,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.313,5099.1001,"no"
34,"technician","married","high.school","no","yes","no","cellular","aug","mon",77,2,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
50,"unemployed","married","high.school","unknown","yes","no","cellular","aug","wed",344,2,0,"nonexistent",1.4,93.444,-36.099998,4.967,5228.1001,"no"
45,"management","married","unknown","unknown","no","no","cellular","jul","mon",321,3,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
43,"blue-collar","married","basic.4y","unknown","no","yes","cellular","may","wed",153,1,2,"failure",-1.8,92.892998,-46.200001,1.334,5099.1001,"no"
31,"services","married","basic.9y","no","no","no","cellular","jul","wed",679,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"yes"
36,"admin.","single","basic.6y","no","yes","no","telephone","may","wed",125,2,1,"failure",-1.8,92.892998,-46.200001,1.334,5099.1001,"no"
38,"technician","single","university.degree","no","yes","yes","telephone","may","tue",156,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
